Date,Mean Temperature (C),Temperature Count,Mean Pressure (mbar),Pressure Count,Mean Precipitation (mm),Sum Precipitation (mm),Precipitation Count,Mean Sea Surface Temperature (C),Sea Surface Temperature Count,Mean Windspeed (knots),Windspeed Count
2005-02-01,1.55,28.0,983.9,28.0,4.08,114.1,28.0,0.28,28.0,10.89,28.0
2005-03-01,0.49,31.0,987.88,31.0,2.24,69.3,31.0,0.4,31.0,9.65,31.0
2005-04-01,-1.05,30.0,982.17,30.0,1.01,30.4,30.0,-0.09,27.0,8.67,30.0
2005-05-01,-2.76,31.0,993.4,31.0,0.89,27.6,31.0,-0.95,31.0,5.16,31.0
2005-06-01,-5.73,30.0,995.8,30.0,0.47,14.1,30.0,-1.41,30.0,7.57,30.0
2005-07-01,-5.73,31.0,995.94,31.0,1.0,31.1,31.0,-1.53,26.0,8.35,31.0
2005-08-01,-6.08,31.0,990.85,31.0,1.0,31.1,31.0,-1.69,31.0,9.62,29.0
2005-09-01,-2.68,30.0,998.21,30.0,0.67,20.2,30.0,-1.64,30.0,6.97,30.0
2005-10-01,-1.42,31.0,989.98,31.0,1.4,43.3,31.0,-1.46,29.0,11.29,31.0
2005-11-01,0.16,30.0,991.27,30.0,0.46,13.9,30.0,-0.38,30.0,5.63,30.0
2005-12-01,0.44,31.0,993.72,30.0,0.67,20.9,31.0,-0.13,31.0,7.39,31.0
2006-01-01,2.35,31.0,990.88,31.0,0.8,24.8,31.0,1.22,31.0,5.84,31.0
2006-02-01,2.85,28.0,994.27,28.0,1.16,32.4,28.0,1.43,28.0,8.11,28.0
2006-03-01,2.34,31.0,976.85,31.0,3.16,98.0,31.0,1.0,31.0,11.71,31.0
2006-04-01,-0.07,22.0,991.24,22.0,1.12,33.7,30.0,0.28,30.0,10.5,22.0
2006-05-01,-1.42,31.0,985.03,31.0,2.09,64.9,31.0,-0.49,31.0,15.06,31.0
2006-06-01,-2.92,30.0,996.7,30.0,1.59,47.6,30.0,-0.89,30.0,11.07,30.0
2006-07-01,-4.31,31.0,992.48,31.0,1.04,32.3,31.0,-1.37,31.0,12.42,31.0
2006-08-01,-6.21,31.0,999.22,31.0,0.59,18.3,31.0,-1.38,31.0,6.29,31.0
2006-09-01,-5.45,30.0,988.98,30.0,1.72,51.7,30.0,-1.67,30.0,11.87,30.0
2006-10-01,-0.52,31.0,987.8,31.0,1.5,46.4,31.0,-1.19,31.0,10.84,31.0
2006-11-01,-0.46,30.0,980.61,30.0,0.67,20.2,30.0,-0.19,30.0,7.33,30.0
2006-12-01,2.31,31.0,983.03,31.0,0.87,26.9,31.0,1.11,31.0,8.23,31.0
2007-01-01,2.73,31.0,990.53,31.0,0.7,21.7,31.0,1.78,31.0,6.35,31.0
2007-02-01,1.96,28.0,987.02,28.0,1.82,50.9,28.0,1.5,28.0,6.36,28.0
2007-03-01,0.05,31.0,987.54,31.0,0.83,25.7,31.0,0.68,31.0,9.03,31.0
2007-04-01,-1.93,30.0,989.71,30.0,1.55,46.4,30.0,-0.1,30.0,7.83,30.0
2007-05-01,-2.07,31.0,997.55,31.0,0.89,27.5,31.0,-0.78,31.0,8.52,31.0
2007-06-01,-4.32,30.0,990.5,30.0,0.4,12.0,30.0,-1.34,30.0,7.9,30.0
2007-07-01,-6.52,31.0,992.73,31.0,0.53,16.5,31.0,-1.59,29.0,9.87,31.0
2007-08-01,-4.55,31.0,984.24,31.0,0.93,28.9,31.0,-1.75,31.0,12.19,31.0
2007-09-01,-2.35,30.0,993.91,30.0,1.9,57.1,30.0,-1.72,30.0,11.03,30.0
2007-10-01,-2.65,31.0,981.85,31.0,0.77,23.8,31.0,-1.34,31.0,10.39,31.0
2007-11-01,-0.79,30.0,989.15,30.0,0.64,19.1,30.0,-1.37,30.0,6.9,30.0
2007-12-01,1.17,31.0,982.7,31.0,1.44,44.7,31.0,0.41,31.0,9.0,31.0
2008-01-01,2.16,31.0,985.5,31.0,2.66,82.6,31.0,1.31,31.0,8.13,31.0
2008-02-01,2.22,29.0,986.41,29.0,1.44,41.7,29.0,1.09,29.0,10.59,29.0
2008-03-01,1.27,31.0,988.1,31.0,2.66,82.6,31.0,0.82,31.0,9.71,31.0
2008-04-01,-0.84,30.0,984.3,30.0,2.01,60.3,30.0,0.06,30.0,10.9,30.0
2008-05-01,-0.88,31.0,989.53,31.0,2.01,62.2,31.0,-0.65,31.0,14.9,31.0
2008-06-01,-1.89,30.0,989.79,30.0,1.42,42.6,30.0,-1.1,30.0,12.8,30.0
2008-07-01,-3.93,31.0,993.78,31.0,0.76,23.5,31.0,-1.42,31.0,12.19,31.0
2008-08-01,-7.11,31.0,988.04,31.0,0.25,7.7,31.0,-1.55,31.0,13.1,31.0
2008-09-01,-1.04,30.0,995.92,30.0,2.77,83.0,30.0,-1.31,30.0,13.4,30.0
2008-10-01,-0.58,31.0,981.51,31.0,1.26,39.2,31.0,-0.8,31.0,11.58,31.0
2008-11-01,0.59,30.0,980.82,30.0,1.94,58.2,30.0,-0.07,30.0,12.03,30.0
2008-12-01,0.72,31.0,979.72,31.0,1.81,56.2,31.0,0.45,31.0,11.39,31.0
2009-01-01,,0.0,,0.0,,0.0,0.0,,0.0,,0.0
2009-02-01,2.3,28.0,985.2,28.0,1.81,50.8,28.0,1.63,28.0,7.79,28.0
2009-03-01,1.83,31.0,985.35,31.0,2.57,79.8,31.0,1.08,31.0,9.26,31.0
2009-04-01,-1.58,30.0,989.42,30.0,0.71,21.4,30.0,0.42,30.0,10.37,30.0
2009-05-01,-0.99,31.0,984.53,31.0,1.61,49.8,31.0,-0.25,31.0,11.1,31.0
2009-06-01,-3.98,30.0,986.89,30.0,0.06,1.8,30.0,-0.92,30.0,10.5,30.0
2009-07-01,-6.13,31.0,991.92,31.0,0.63,19.6,31.0,-1.57,31.0,8.87,31.0
2009-08-01,-3.83,31.0,999.55,31.0,0.1,3.2,31.0,-1.42,31.0,8.65,31.0
2009-09-01,-4.43,30.0,986.38,30.0,0.69,20.7,30.0,-1.56,30.0,12.37,30.0
2009-10-01,-2.86,31.0,975.06,31.0,0.64,5.1,8.0,-1.32,31.0,13.74,31.0
2009-11-01,-1.27,30.0,984.5,30.0,,0.0,0.0,-0.35,30.0,8.3,30.0
2009-12-01,1.54,31.0,985.94,31.0,1.22,37.9,31.0,0.2,31.0,10.48,31.0
2010-01-01,1.76,31.0,989.31,31.0,0.39,12.1,31.0,1.02,31.0,7.29,31.0
2010-02-01,1.79,28.0,993.02,28.0,1.51,42.4,28.0,1.1,28.0,6.46,28.0
2010-03-01,0.77,31.0,985.54,31.0,1.12,34.6,31.0,0.48,31.0,10.1,31.0
2010-04-01,-0.83,30.0,982.67,30.0,3.75,112.6,30.0,-0.05,30.0,10.77,30.0
2010-05-01,-1.52,31.0,982.92,31.0,2.23,69.2,31.0,-0.69,31.0,12.97,31.0
2010-06-01,-1.82,30.0,983.52,30.0,1.68,50.4,30.0,-1.05,30.0,15.03,30.0
2010-07-01,-4.44,31.0,990.06,31.0,1.85,57.5,31.0,-1.6,31.0,11.94,31.0
2010-08-01,-3.9,31.0,988.62,31.0,0.59,18.4,31.0,-1.59,30.0,12.1,31.0
2010-09-01,-2.34,30.0,988.12,30.0,1.03,30.9,30.0,-1.52,30.0,13.1,30.0
2010-10-01,-0.19,31.0,980.65,31.0,2.79,86.6,31.0,-1.24,31.0,18.0,31.0
2010-11-01,0.85,30.0,983.17,30.0,2.78,83.4,30.0,-0.66,30.0,14.03,30.0
2010-12-01,1.43,31.0,980.07,31.0,0.1,3.1,31.0,0.67,31.0,8.13,31.0
2011-01-01,2.12,31.0,991.33,31.0,0.65,20.3,31.0,1.54,31.0,6.55,31.0
2011-02-01,2.43,28.0,985.95,28.0,2.89,80.8,28.0,1.07,28.0,11.71,28.0
2011-03-01,0.13,31.0,989.32,31.0,1.16,36.0,31.0,0.78,31.0,7.42,31.0
2011-04-01,-1.9,30.0,985.0,30.0,0.27,8.2,30.0,0.09,30.0,8.77,30.0
2011-05-01,-1.42,31.0,985.89,31.0,1.61,49.9,31.0,-0.45,31.0,11.26,31.0
2011-06-01,-4.15,30.0,990.45,30.0,0.68,20.5,30.0,-1.18,30.0,11.23,30.0
2011-07-01,-6.36,31.0,998.23,31.0,0.61,18.8,31.0,-1.6,31.0,6.9,31.0
2011-08-01,-7.16,31.0,1003.03,31.0,0.51,15.7,31.0,-1.64,31.0,5.29,31.0
2011-09-01,-5.75,30.0,991.75,30.0,0.86,25.9,30.0,-1.51,30.0,10.7,30.0
2011-10-01,-2.01,31.0,983.94,31.0,1.8,55.9,31.0,-1.37,31.0,11.74,31.0
2011-11-01,0.16,30.0,985.6,30.0,1.29,38.8,30.0,-0.71,30.0,10.67,30.0
2011-12-01,1.55,31.0,983.82,31.0,2.45,75.9,31.0,-0.4,31.0,9.39,31.0
2012-01-01,1.14,31.0,984.26,31.0,2.28,70.8,31.0,0.16,31.0,6.87,31.0
2012-02-01,0.95,29.0,982.83,29.0,1.27,36.7,29.0,0.7,29.0,8.76,29.0
2012-03-01,1.35,31.0,987.99,31.0,1.48,45.9,31.0,0.78,31.0,9.71,31.0
2012-04-01,-0.84,30.0,992.98,30.0,0.8,24.0,30.0,-0.1,30.0,8.6,30.0
2012-05-01,-0.47,31.0,990.73,31.0,0.71,21.9,31.0,-0.54,31.0,9.97,31.0
2012-06-01,-5.01,30.0,975.2,30.0,1.09,32.8,30.0,-1.28,30.0,12.37,30.0
2012-07-01,-3.42,31.0,986.03,31.0,0.75,23.3,31.0,-1.65,31.0,12.23,31.0
2012-08-01,-3.29,31.0,984.77,31.0,0.93,28.7,31.0,-1.72,31.0,14.35,31.0
2012-09-01,-3.13,30.0,991.75,30.0,1.21,36.4,30.0,-1.69,30.0,8.67,30.0
2012-10-01,-4.0,31.0,981.07,31.0,0.86,26.8,31.0,-1.49,31.0,8.81,31.0
2012-11-01,-1.36,30.0,984.44,30.0,0.47,14.1,30.0,-0.84,30.0,9.6,30.0
2012-12-01,0.94,31.0,992.79,31.0,0.07,2.3,31.0,1.61,31.0,6.06,31.0
2013-01-01,2.28,31.0,987.18,31.0,2.72,84.2,31.0,1.63,31.0,6.84,31.0
2013-02-01,1.84,28.0,987.11,28.0,1.86,52.0,28.0,0.93,28.0,7.57,28.0
2013-03-01,1.44,31.0,994.55,31.0,3.09,95.7,31.0,0.44,31.0,8.48,31.0
2013-04-01,0.8,30.0,983.01,30.0,4.22,126.6,30.0,-0.05,30.0,14.1,30.0
2013-05-01,-1.82,31.0,985.15,31.0,1.24,38.5,31.0,,0.0,9.52,31.0
2013-06-01,-3.52,30.0,978.37,30.0,0.78,23.5,30.0,,0.0,11.33,30.0
2013-07-01,-5.12,31.0,983.76,31.0,0.96,29.8,31.0,-1.81,31.0,9.16,31.0
2013-08-01,-6.58,31.0,988.91,31.0,0.47,14.6,31.0,-1.87,31.0,10.29,31.0
2013-09-01,-7.25,30.0,995.48,30.0,0.51,15.4,30.0,-1.58,5.0,9.54,28.0
2013-10-01,-2.79,31.0,981.19,31.0,0.87,27.1,31.0,-1.41,31.0,10.03,31.0
2013-11-01,-2.22,30.0,978.11,30.0,1.62,48.5,30.0,-1.22,30.0,10.43,30.0
2013-12-01,-0.21,31.0,986.81,31.0,0.25,7.9,31.0,-0.29,31.0,5.58,31.0
2014-01-01,1.33,31.0,990.02,31.0,0.84,26.0,31.0,0.49,31.0,6.26,31.0
2014-02-01,0.86,28.0,988.43,28.0,1.94,54.3,28.0,0.79,28.0,9.04,28.0
2014-03-01,0.06,31.0,982.27,31.0,0.85,26.2,31.0,-0.09,31.0,10.39,31.0
2014-04-01,-0.26,30.0,994.47,30.0,1.29,38.7,30.0,-0.53,30.0,11.77,30.0
2014-05-01,-0.87,31.0,990.88,31.0,0.52,16.2,31.0,-0.96,31.0,10.23,31.0
2014-06-01,-2.88,30.0,991.13,30.0,1.12,33.7,30.0,-1.6,30.0,11.7,30.0
2014-07-01,-3.95,31.0,991.13,31.0,1.06,32.9,31.0,-1.7,31.0,12.19,31.0
2014-08-01,-5.55,31.0,994.86,31.0,0.64,19.7,31.0,-1.75,31.0,7.42,31.0
2014-09-01,-3.57,30.0,996.06,30.0,0.65,19.6,30.0,-1.71,30.0,8.53,30.0
2014-10-01,-3.0,31.0,979.93,31.0,1.77,55.0,31.0,-1.66,31.0,11.0,31.0
2014-11-01,-1.27,30.0,978.66,30.0,0.71,21.3,30.0,-1.19,30.0,9.07,30.0
2014-12-01,0.35,31.0,982.38,31.0,0.5,15.5,31.0,-0.8,31.0,5.81,31.0
2015-01-01,1.71,31.0,989.35,31.0,1.72,53.4,31.0,0.69,31.0,6.77,31.0
2015-02-01,1.53,28.0,984.98,28.0,1.51,42.4,28.0,0.46,28.0,10.39,28.0
2015-03-01,0.5,31.0,985.91,31.0,2.02,62.6,31.0,-0.01,31.0,10.03,31.0
2015-04-01,-0.4,30.0,986.48,30.0,1.74,52.3,30.0,-0.83,30.0,11.13,30.0
2015-05-01,-2.67,31.0,989.27,31.0,0.69,21.5,31.0,-1.01,31.0,6.84,31.0
2015-06-01,-6.21,30.0,981.82,30.0,0.0,0.0,30.0,-1.57,30.0,10.47,30.0
2015-07-01,-10.72,31.0,984.4,31.0,0.0,0.0,31.0,-1.67,31.0,10.55,31.0
2015-08-01,-9.12,31.0,982.52,31.0,0.0,0.0,31.0,-1.76,31.0,11.68,31.0
2015-09-01,-9.66,30.0,983.13,30.0,0.68,20.3,30.0,-1.79,30.0,9.43,30.0
2015-10-01,-2.81,31.0,988.07,31.0,3.32,102.9,31.0,-1.7,31.0,10.35,31.0
2015-11-01,-1.54,30.0,977.44,30.0,1.69,50.6,30.0,-1.39,30.0,13.77,30.0
2015-12-01,-0.12,31.0,982.25,31.0,0.93,28.9,31.0,-0.62,31.0,7.58,31.0
2016-01-01,0.87,31.0,984.89,31.0,1.42,44.0,31.0,0.55,31.0,9.58,31.0
2016-02-01,1.17,29.0,982.0,29.0,2.01,58.2,29.0,0.25,29.0,8.45,29.0
2016-03-01,0.43,31.0,979.5,31.0,3.74,115.9,31.0,-0.25,29.0,13.16,31.0
2016-04-01,-2.8,30.0,983.1,30.0,1.42,42.5,30.0,-1.14,30.0,12.17,30.0
2016-05-01,-2.16,31.0,1000.47,31.0,1.27,39.5,31.0,-1.59,31.0,4.94,31.0
2016-06-01,-1.97,30.0,985.71,30.0,2.73,81.9,30.0,-1.56,30.0,12.12,30.0
2016-07-01,-6.74,31.0,993.23,31.0,0.78,24.2,31.0,-1.71,31.0,11.06,27.0
2016-08-01,-7.5,31.0,990.15,31.0,1.82,56.4,31.0,-1.66,31.0,11.46,31.0
2016-09-01,-1.8,30.0,984.1,30.0,5.33,160.0,30.0,-1.51,30.0,19.15,30.0
2016-10-01,-1.25,31.0,989.13,31.0,2.39,74.1,31.0,-1.18,31.0,9.96,31.0
2016-11-01,-1.31,30.0,980.74,30.0,1.18,35.3,30.0,-0.9,30.0,7.78,30.0
2016-12-01,0.89,31.0,988.27,31.0,0.19,5.9,31.0,0.07,30.0,4.81,31.0
2017-01-01,2.56,30.0,983.83,30.0,0.85,25.4,30.0,1.97,30.0,8.54,30.0
2017-02-01,2.67,28.0,989.92,28.0,0.99,27.8,28.0,1.92,28.0,8.47,28.0
2017-03-01,1.96,31.0,997.61,31.0,4.35,134.8,31.0,1.11,31.0,8.85,31.0
2017-04-01,-0.92,30.0,990.63,30.0,1.56,46.7,30.0,0.0,30.0,8.46,30.0
2017-05-01,-0.84,31.0,985.93,31.0,2.67,82.8,31.0,-0.51,31.0,12.45,30.0
2017-06-01,-3.45,30.0,983.17,30.0,0.55,16.4,30.0,-1.21,30.0,12.99,30.0
2017-07-01,-4.35,31.0,979.74,31.0,3.81,118.0,31.0,-1.51,30.0,14.23,31.0
2017-08-01,-4.55,31.0,983.77,31.0,0.58,17.9,31.0,-1.67,31.0,12.23,31.0
2017-09-01,-7.64,30.0,972.81,30.0,4.09,122.7,30.0,-1.75,30.0,18.75,30.0
2017-10-01,-3.41,31.0,978.96,31.0,1.82,56.4,31.0,-1.62,31.0,11.0,31.0
2017-11-01,-1.19,30.0,983.38,30.0,1.31,39.4,30.0,-1.13,30.0,9.67,30.0
2017-12-01,1.19,31.0,975.08,31.0,0.63,19.6,31.0,0.07,30.0,8.38,31.0
2018-01-01,1.79,31.0,981.61,31.0,1.78,55.1,31.0,1.24,31.0,6.44,31.0
2018-02-01,2.6,28.0,979.44,28.0,1.26,35.3,28.0,1.24,28.0,9.89,28.0
2018-03-01,1.24,31.0,975.78,31.0,5.83,180.8,31.0,0.86,31.0,13.73,31.0
2018-04-01,0.04,30.0,983.31,30.0,2.22,66.6,30.0,-0.16,30.0,12.29,30.0
2018-05-01,-2.78,31.0,985.36,31.0,1.05,32.5,31.0,-0.98,31.0,12.9,31.0
2018-06-01,-3.24,30.0,989.93,30.0,1.57,47.1,30.0,-1.29,30.0,10.65,30.0
2018-07-01,-4.89,31.0,988.95,31.0,2.95,91.5,31.0,-1.66,31.0,14.12,31.0
2018-08-01,-6.26,31.0,983.01,31.0,2.48,76.8,31.0,-1.63,31.0,12.71,29.0
2018-09-01,-5.6,30.0,985.31,30.0,3.1,92.9,30.0,-1.67,30.0,13.8,30.0
2018-10-01,-2.64,31.0,990.92,31.0,1.26,39.1,31.0,-1.5,31.0,9.31,31.0
2018-11-01,-0.29,30.0,973.21,25.0,2.58,77.4,30.0,-0.83,29.0,12.82,30.0
2018-12-01,0.47,31.0,975.66,31.0,2.39,74.2,31.0,0.07,31.0,11.32,31.0
2019-01-01,1.21,31.0,980.53,31.0,0.71,21.9,31.0,1.45,31.0,5.89,31.0
2019-02-01,0.76,28.0,986.8,28.0,1.05,29.3,28.0,1.06,28.0,7.27,28.0
2019-03-01,0.84,31.0,986.08,31.0,3.33,103.3,31.0,0.61,31.0,9.17,31.0
2019-04-01,-0.37,30.0,980.89,30.0,5.35,160.6,30.0,0.33,12.0,14.38,30.0
2019-05-01,-2.96,31.0,983.71,31.0,2.31,71.6,31.0,,0.0,12.27,31.0
2019-06-01,-3.26,30.0,989.32,30.0,0.62,18.6,30.0,-1.16,27.0,8.74,30.0
2019-07-01,-4.22,31.0,997.19,31.0,0.65,20.2,31.0,-1.53,31.0,7.95,31.0
2019-08-01,-4.79,31.0,991.98,31.0,0.16,5.0,31.0,-1.69,31.0,6.87,31.0
2019-09-01,-5.66,30.0,986.25,30.0,0.84,25.2,30.0,-1.68,30.0,9.8,30.0
2019-10-01,-2.92,31.0,983.7,31.0,5.16,160.1,31.0,-1.53,31.0,13.55,31.0
2019-11-01,-1.0,30.0,983.17,30.0,1.33,40.0,30.0,-1.16,30.0,7.64,30.0
2019-12-01,0.8,31.0,989.36,31.0,0.55,17.1,31.0,0.01,29.0,4.66,31.0
2020-01-01,3.03,31.0,985.59,27.0,0.95,29.5,31.0,1.6,31.0,4.74,31.0
2020-02-01,2.69,29.0,991.04,22.0,1.25,36.3,29.0,1.44,29.0,7.25,29.0
2020-03-01,0.92,31.0,982.89,31.0,2.27,70.4,31.0,1.21,31.0,11.6,31.0
2020-04-01,-0.37,30.0,983.23,30.0,3.56,106.8,30.0,0.48,29.0,14.43,30.0
2020-05-01,-2.01,31.0,993.4,31.0,0.88,27.4,31.0,-0.62,31.0,8.56,31.0
2020-06-01,-2.43,30.0,989.61,30.0,0.59,17.8,30.0,-1.11,30.0,9.14,30.0
2020-07-01,-4.84,29.0,998.59,29.0,0.34,10.6,31.0,-1.37,31.0,8.11,28.0
2020-08-01,-4.64,31.0,987.21,31.0,0.7,21.6,31.0,-1.46,31.0,12.91,31.0
2020-09-01,-4.54,30.0,982.19,30.0,1.35,40.5,30.0,-1.62,30.0,10.09,30.0
2020-10-01,-2.36,31.0,979.63,31.0,1.41,43.6,31.0,-1.36,31.0,11.72,31.0
2020-11-01,0.28,30.0,977.49,30.0,4.54,136.2,30.0,-0.99,30.0,15.94,30.0
2020-12-01,0.64,31.0,978.33,31.0,2.31,71.5,31.0,0.09,31.0,10.65,31.0
2021-01-01,2.17,31.0,982.16,31.0,2.34,72.5,31.0,1.32,31.0,9.99,31.0
2021-02-01,2.11,28.0,981.48,28.0,5.3,148.3,28.0,1.25,28.0,14.09,28.0
2021-03-01,0.81,31.0,979.94,31.0,3.42,105.9,31.0,0.86,31.0,12.41,31.0
2021-04-01,-1.0,30.0,982.41,30.0,4.17,125.0,30.0,0.09,30.0,13.04,30.0
2021-05-01,-1.78,31.0,989.87,31.0,4.62,143.1,31.0,-0.49,31.0,14.97,31.0
2021-06-01,-2.64,30.0,990.82,30.0,2.09,62.6,30.0,-1.09,30.0,10.8,30.0
2021-07-01,-3.21,31.0,987.62,31.0,0.86,26.6,31.0,-1.39,31.0,10.57,31.0
2021-08-01,-6.55,31.0,980.19,31.0,1.58,49.0,31.0,-1.66,31.0,13.23,31.0
2021-09-01,-1.82,30.0,977.15,30.0,2.74,82.2,30.0,-1.55,29.0,17.32,30.0
2021-10-01,-0.61,31.0,972.75,31.0,2.14,66.3,31.0,-1.12,30.0,16.17,31.0
2021-11-01,0.37,30.0,980.03,30.0,4.1,122.9,30.0,-0.31,30.0,15.12,30.0
2021-12-01,0.85,31.0,976.39,31.0,4.01,124.3,31.0,-0.28,17.0,14.87,31.0
2022-01-01,1.99,31.0,984.14,30.0,1.57,48.7,31.0,,0.0,8.02,31.0
2022-02-01,2.12,28.0,982.74,28.0,1.82,50.9,28.0,,0.0,10.88,28.0
2022-03-01,0.77,31.0,988.93,31.0,3.84,119.0,31.0,,0.0,12.0,31.0
2022-04-01,-0.49,30.0,982.91,30.0,1.49,44.6,30.0,,0.0,9.53,30.0
2022-05-01,-0.72,31.0,987.83,31.0,2.92,90.6,31.0,-1.08,6.0,12.1,31.0
2022-06-01,-2.22,30.0,980.97,30.0,4.1,123.0,30.0,-0.86,30.0,15.7,30.0
2022-07-01,-2.58,31.0,984.48,31.0,1.98,61.3,31.0,-1.31,31.0,10.98,31.0
2022-08-01,-1.18,31.0,986.59,30.0,2.87,88.9,31.0,-1.29,31.0,17.41,31.0
2022-09-01,-0.6,30.0,981.21,30.0,6.03,180.8,30.0,-1.21,30.0,17.91,30.0
2022-10-01,-1.62,31.0,973.77,31.0,1.79,55.6,31.0,-1.05,31.0,15.28,31.0
2022-11-01,0.67,30.0,974.29,30.0,6.65,199.6,30.0,-0.42,30.0,19.41,30.0
2022-12-01,1.56,31.0,979.93,31.0,1.08,33.6,31.0,0.99,31.0,9.83,31.0
2023-01-01,2.8,31.0,978.64,31.0,3.93,121.8,31.0,1.66,31.0,13.36,31.0
2023-02-01,2.3,28.0,983.15,28.0,1.98,55.4,28.0,1.82,28.0,11.14,28.0
2023-03-01,1.05,31.0,975.71,31.0,3.41,105.8,31.0,1.27,31.0,13.36,31.0
2023-04-01,-0.16,30.0,981.03,30.0,5.37,161.1,30.0,0.54,29.0,16.05,30.0
2023-05-01,-0.61,31.0,977.75,31.0,3.46,107.2,31.0,-0.07,31.0,15.01,31.0
2023-06-01,-2.72,30.0,989.89,30.0,0.9,27.1,30.0,-0.71,30.0,10.34,30.0
2023-07-01, != -2.99, != 31.0, != 989.2, != 31.0, != 1.23, != 38.0, != 31.0, != -1.2, != 31.0, != 13.05, != 31.0
2023-08-01, != -5.54, != 31.0, != 981.83, != 31.0, != 2.09, != 64.8, != 31.0, != -1.53, != 31.0, != 14.18, != 31.0
2023-09-01, != -4.44, != 30.0, != 991.66, != 30.0, != 1.42, != 42.5, != 30.0, != -1.34, != 30.0, != 9.76, != 30.0
2023-10-01, != -2.99, != 29.0, != 975.84, != 29.0, != 1.73, != 50.2, != 29.0, != -1.32, != 29.0, != 13.23, != 29.0
2023-11-01, != -0.88, != 30.0, != 977.79, != 30.0, != 2.92, != 87.7, != 30.0, != -0.73, != 30.0, != 15.0, != 30.0
2023-12-01, != 0.56, != 31.0, != 981.55, != 31.0, != 1.32, != 40.8, != 31.0, != 0.54, != 31.0, != 8.02, != 31.0
2024-01-01, != 1.75, != 31.0, != 980.95, != 31.0, != 0.52, != 16.2, != 31.0, != 1.18, != 31.0, != 7.93, != 31.0
2024-02-01, != 1.75, != 29.0, != 982.82, != 29.0, != 2.73, != 79.1, != 29.0, != 0.7, != 29.0, != 10.03, != 29.0
2024-03-01, != 0.47, != 31.0, != 985.19, != 31.0, != 1.77, != 55.0, != 31.0, != 0.65, != 31.0, != 6.99, != 31.0
2024-04-01, != -1.15, != 30.0, != 978.17, != 30.0, != 2.49, != 74.7, != 30.0, != -0.29, != 30.0, != 14.2, != 30.0
